Salary,HouseRent,Medical Bills,Recharges,Food,Cigg or Alcohol,Shopping,Others,Savings
67000,9000,145,764,4914,0,3912,8,48257
33000,3000,6816,338,9849,9301,6315,1212,-3831
76000,0,4665,456,6150,0,5336,3243,56150
63000,0,1727,930,5177,340,6239,3386,45201
54000,7000,5587,517,5466,0,3940,1936,29554
50000,0,9488,211,8063,146,9666,2284,20142
109000,7000,6585,669,3350,643,5544,4797,80412
33000,9000,1782,312,8845,143,3612,3532,5774
86000,9000,1656,874,5304,2650,7631,2513,56372
64000,5000,6433,275,9918,2540,5778,4433,29623
97000,0,4594,313,9033,9694,8454,4907,60005
51000,5000,2216,291,3157,853,9773,1675,28035
85000,3000,5254,987,6356,1432,6500,4931,56540
25000,5000,73,991,8531,0,7681,3680,-956
92000,9000,1502,713,5537,0,2618,4094,68536
63000,7000,2239,870,9755,433,3881,2840,35982
92000,5000,3463,312,6215,0,7350,2768,66892
100000,0,8106,601,3530,9804,9660,4291,64008
67000,9000,1899,352,9381,0,5701,3925,36742
81000,9000,2491,951,3322,3114,3458,4170,54494
37000,3000,9543,767,7894,0,4416,4078,7302
49000,0,7795,603,2180,4131,2211,2685,29395
86000,5000,1846,656,4278,493,6239,4243,63245
92000,3000,1135,947,2247,4085,9833,3554,67199
69000,9000,2148,223,3545,5420,3653,2827,42184
74000,7000,7800,255,3374,2499,8797,4531,39744
77000,3000,331,732,4466,0,5416,797,62258
16000,7000,7299,291,6302,680,3480,4300,-13352
44000,0,3060,479,8447,0,9827,556,21631
55000,9000,8142,225,5263,9307,7960,724,14379
68000,5000,5293,261,5297,2787,4369,3629,41364
94000,0,6152,831,3191,782,5088,3275,74681
90000,5000,3473,182,9355,8073,6368,2409,55140
35000,5000,5204,678,9899,0,5241,3617,5361
42000,0,5534,169,7911,732,7875,2560,17219
43000,7000,455,469,9480,585,2738,1756,20517
60000,5000,5015,163,4863,971,3304,2455,38229
24000,7000,4119,781,7382,942,3696,467,-387
85000,3000,5305,695,7573,8237,6468,1959,51763
78000,5000,9974,843,4529,9564,6771,3825,37494
55000,9000,6450,642,9833,801,3522,3009,21743
17000,5000,3530,585,9459,2325,9707,2554,-16160
108000,9000,5118,881,3235,3096,7782,145,78743
58000,0,7228,771,6245,7961,6145,3103,26547
38000,3000,9341,315,8258,0,6061,4656,6369
97000,9000,5762,592,3272,1148,9275,1909,66042
41000,0,1484,681,7217,1885,4235,2984,22514
43000,9000,8796,556,2768,0,3124,2340,16416
81000,9000,3268,233,3062,1734,7411,1380,54912
98000,0,2882,821,7331,600,5751,2083,78532
64000,9000,2949,295,6631,0,4510,1119,39496
78000,3000,179,600,9463,5674,5959,238,52887
94000,3000,7591,756,6491,0,9389,4092,62681
94000,7000,9386,265,8341,215,8277,2078,58438
84000,7000,7022,410,6821,0,9814,1063,51870
93000,0,5933,759,6361,2321,7280,608,69738
105000,5000,9276,878,4358,9563,9868,508,65549
82000,7000,6096,931,5114,0,4149,777,57933
110000,0,5934,336,2383,0,9661,1136,90550
62000,0,6727,553,2016,3303,2523,3476,43402
18000,5000,3238,496,4680,1131,8623,3296,-8464
106000,3000,4563,777,2162,0,4850,1836,88812
30000,0,1610,888,4743,70,3026,236,19427
22000,9000,2380,308,3755,0,6172,2752,-2367
63000,0,6421,980,6149,2877,4247,4441,37885
106000,9000,6343,388,2488,0,2800,219,84762
59000,3000,2296,182,3375,356,2903,4314,42574
25000,0,2327,657,3852,6854,3223,776,7311
97000,3000,4506,301,9629,4935,2930,312,71387
103000,5000,4825,826,4558,1071,8713,2555,75452
64000,5000,4729,383,4278,0,3758,986,44866
24000,0,2706,790,9473,7976,8382,3892,-9219
76000,7000,8161,233,3165,2567,8595,1917,44362
84000,7000,4365,703,8053,0,3141,31,60707
75000,7000,4485,875,4942,2251,2970,4085,48392
92000,0,2965,875,5339,0,2750,4370,75701
76000,5000,6124,784,8539,0,5364,1804,48385
79000,0,8102,285,3338,6468,9286,4070,47451
20000,5000,4746,691,8002,0,9757,4103,-12299
19000,5000,4156,483,3330,0,8371,1135,-3475
44000,9000,7882,560,4779,1873,9953,3986,5967
90000,9000,2254,936,2093,66,8616,303,66732
97000,5000,2798,726,2530,2508,9358,3736,70344
22000,5000,6126,533,7509,158,3487,581,-1394
16000,5000,2321,175,2509,7578,5449,620,-7652
82000,0,5617,869,4660,9161,8657,2410,50626
72000,9000,942,893,8948,739,7663,4358,39457
91000,0,7022,509,4963,430,6369,568,71139
29000,0,7261,358,5333,3723,7126,441,4758
97000,7000,8089,918,3180,0,5687,2787,69339
35000,3000,5699,852,6887,6764,9113,2823,-138
45000,3000,5696,870,7361,0,9060,4712,14301
61000,3000,3172,708,7189,4321,4280,2372,35958
105000,0,3318,859,4109,8293,7777,225,80419
108000,7000,9745,437,5051,8178,2403,2408,72778
98000,5000,860,689,5055,0,2147,2405,81844
59000,7000,2728,816,4163,9321,5017,4097,25858
64000,7000,310,381,6887,5605,5227,3105,35485
104000,7000,8203,171,3321,6134,2402,1466,75303
91000,0,9250,365,7559,1403,4689,1515,66219
21000,5000,9237,463,8315,0,2691,4447,-9153
71000,7000,3803,658,4059,2335,4289,4732,44124
58000,3000,1227,808,4130,318,3432,1301,43784
75000,0,2875,791,5343,0,6063,1077,58851
82000,3000,2578,551,9515,0,7207,1124,58025
72000,7000,771,690,9375,1841,4246,4076,44001
105000,3000,348,182,6484,0,3186,4042,87758
62000,0,9493,811,6500,513,4681,1708,38294
106000,3000,8604,291,6379,903,7644,2289,76890
24000,5000,9538,708,8800,0,7917,1404,-9367
106000,9000,9718,265,3927,1713,8037,3202,70138
24000,9000,5906,508,3454,4020,4284,1121,-4293
60000,9000,7826,283,6352,3177,5857,3991,23514
21000,7000,752,648,8511,0,5325,4936,-6172
107000,5000,4928,248,5137,889,3191,1660,85947
35000,3000,9886,235,2733,0,7204,878,11064
85000,3000,5858,639,3159,9725,4030,180,58409
68000,9000,612,510,2847,1174,2104,1369,50384
38000,0,9274,474,3405,6730,4295,2668,11154
82000,0,7944,874,6956,712,2011,4361,59142
83000,5000,7839,245,4868,218,2372,1119,61339
99000,9000,294,962,6546,2406,4902,4437,70453
65000,7000,1009,908,6696,467,5004,2872,41044
100000,9000,8641,885,7519,5879,5691,777,61608
74000,9000,4811,800,7812,634,6086,3483,41374
68000,0,5501,279,4054,3785,8192,2476,43713
68000,5000,9196,868,8383,665,4664,2244,36980
62000,5000,391,399,7550,8745,3358,3523,33034
97000,3000,3339,563,6931,1330,7926,2077,71834
99000,7000,8925,965,3410,0,9761,2920,66019
27000,5000,8359,420,2566,2856,9096,4838,-6135
68000,3000,3751,643,8999,4177,4050,2926,40454
59000,3000,6759,170,7729,559,3222,3926,33635
82000,7000,7178,208,2227,9928,2495,4435,48529
35000,7000,6486,685,5261,655,9307,2225,3381
91000,3000,7805,196,2804,0,7142,3193,66860
29000,0,6554,797,6649,1888,4226,1059,7827
49000,7000,5549,706,2524,517,9093,2327,21284
99000,3000,3461,308,6733,9508,6516,4333,65141
93000,0,2773,497,2736,695,4636,2759,78904
98000,9000,478,998,7117,6774,7041,2466,64126
25000,7000,7833,652,6091,3166,3342,4413,-7497
95000,7000,8705,663,7105,0,7520,3392,60615
52000,7000,2999,855,8915,0,4363,1425,26443
100000,9000,9940,557,5907,536,2395,2439,69226
34000,7000,1141,286,6898,3416,5938,547,8774
57000,7000,3294,914,5686,0,3987,3324,32795
32000,3000,4115,158,9669,612,9447,2732,2267
19000,3000,1084,571,3218,775,2045,3806,4501
14000,9000,580,650,9353,5116,6150,4469,-21318
62000,9000,1508,223,8775,0,6195,4971,31328
57000,5000,4241,478,3785,476,7884,2754,32382
78000,5000,9408,427,6144,118,9208,1656,46039
46000,7000,8281,794,2723,9638,3411,4613,9540
36000,3000,7904,331,5987,4026,2197,1805,10750
27000,5000,2189,717,7272,3731,2443,1190,4458
79000,7000,7922,652,9042,0,2323,694,51367
109000,0,2718,560,6573,9619,2502,4759,82269
24000,3000,1548,653,2924,4222,4094,3149,4410
107000,9000,8564,626,5504,204,8347,2061,72694
62000,0,7029,421,9052,412,3505,1644,39937
48000,9000,5187,161,4360,4851,8917,1246,14278
88000,7000,3970,593,8110,0,9870,4447,54010
79000,0,4175,576,4943,8330,4043,3148,53785
70000,3000,9113,614,8571,4927,8223,2641,32911
75000,5000,1815,571,6710,1509,5999,330,53066
52000,3000,6664,797,7260,0,7102,2672,24505
44000,7000,9306,582,5913,924,6570,2162,11543
36000,0,270,340,5998,4287,6778,3033,15294
78000,0,8911,615,9999,5383,3443,2960,46689
81000,7000,4048,636,4372,452,4033,4992,55467
67000,3000,4828,832,3122,3748,5887,4577,41006
78000,3000,7178,718,7396,7952,7040,158,44558
71000,0,8297,281,7262,6552,2285,83,46240
44000,0,8468,678,9845,0,6422,4453,14134
23000,0,2656,963,8365,0,6956,1730,2330
104000,0,7231,346,6406,53,4539,2946,82479
44000,0,7203,560,4954,9249,7579,1424,13031
47000,5000,2997,970,8434,809,7145,559,21086
52000,0,8516,357,7495,4382,7610,262,23378
33000,9000,1806,350,5367,8534,6337,4563,-2957
60000,3000,2721,330,6365,7471,2356,77,37680
50000,7000,3513,783,7222,88,4185,3014,24195
97000,7000,7790,204,2927,5499,5286,4147,64147
75000,3000,5418,979,6606,5424,7095,1561,44917
29000,7000,8186,513,3656,774,7383,4960,-3472
32000,0,6168,319,5052,245,6875,2629,10712
29000,0,9051,747,2755,1800,8030,1859,4758
59000,7000,4812,254,4034,0,9043,1022,32835
31000,5000,5309,926,8966,3308,2468,1194,3829
17000,3000,618,356,5353,573,9408,871,-3179
66000,7000,7064,442,5444,5914,7278,4425,28433
96000,3000,3634,434,9212,8591,6610,716,63803
49000,7000,8962,807,3009,807,5620,4004,18791
19000,7000,4284,901,3899,692,9964,4357,-12097
23000,7000,9834,689,8759,3925,9009,2818,-19034
32000,7000,551,564,4029,879,9545,1229,8203
76000,3000,6961,184,7548,1821,2188,2152,52146
85000,0,9914,938,7420,4986,2502,4289,54951
26000,9000,6021,827,6236,5389,6033,468,-7974
84000,0,4023,711,4762,707,8485,3422,61890
21000,9000,7348,970,6387,6044,7784,2119,-18652
44000,3000,1948,841,9903,425,9163,1729,16991
45000,0,6364,990,6060,4474,4569,4678,17865
17000,3000,6392,331,8546,4922,6152,1514,-13857
104000,0,9305,589,9663,7569,4718,2715,69441
35000,9000,1417,959,5554,3554,8211,67,6238
34000,0,533,752,6293,5534,5884,1208,13796
51000,5000,2399,218,2821,9599,2686,3894,24383
86000,0,5782,396,9440,0,6418,4322,59642
26000,3000,12,932,2574,4067,7724,1845,5846
16000,9000,9154,564,2620,9942,6234,340,-21854
61000,9000,528,257,5755,490,2058,3194,39718
14000,7000,8615,239,2199,4930,8481,312,-17776
75000,5000,6701,338,2373,4122,4155,1414,50897
67000,3000,5991,588,5519,1300,6893,3899,39810
81000,3000,4173,172,4387,549,6843,3213,58663
63000,3000,4873,873,4567,0,2857,1646,45184
91000,7000,205,328,9078,7197,8152,2896,56144
76000,5000,6740,288,4913,0,2420,3898,52741
17000,7000,5252,488,4276,3121,8142,131,-11410
52000,7000,8217,151,5312,0,5302,3633,22385
97000,7000,1529,301,6866,630,9410,393,70871
106000,9000,2804,796,5114,44,2150,4340,81752
22000,5000,3788,456,6402,197,8517,4659,-7019
103000,0,9282,507,8720,6968,9236,1447,66840
87000,5000,7393,956,6694,0,6480,269,60208
83000,5000,1475,940,8152,9391,3664,1838,52540
54000,3000,386,652,6207,8507,9897,1214,24137
97000,9000,7072,902,4787,7480,5645,4157,57957
26000,5000,8244,212,2906,3144,8871,1555,-3932
66000,3000,7195,375,7344,8464,2181,3910,33531
58000,7000,3726,356,5192,6684,5233,3104,26705
95000,0,9683,173,8433,6331,2012,1155,67213
17000,7000,3135,232,2413,400,3950,3879,-4009
79000,7000,6860,226,7039,8334,5471,1202,42868
107000,0,1723,990,2012,1247,3152,4281,93595
90000,5000,4793,713,7778,924,3997,4742,62053
76000,5000,9482,735,7996,5608,8798,2108,36273
105000,9000,1499,851,4479,784,9917,3805,74665
102000,5000,8052,341,4746,0,2648,3077,78136
35000,7000,4647,328,9071,9974,5735,3563,-5318
93000,0,5142,719,3886,9906,5335,3437,64575
93000,3000,6665,752,7783,412,9322,3268,61798
29000,5000,5780,545,8154,6571,8592,4423,-10065
52000,5000,8017,531,9321,713,5844,3159,19415
16000,7000,2888,993,8498,0,6386,3640,-13405
24000,9000,9359,912,9516,4411,3745,3810,-16753
81000,0,2736,171,5919,0,5593,901,65680
22000,0,8716,686,9086,0,4735,4443,-5666
50000,5000,3739,753,9114,2078,7938,4428,16950
15000,7000,4068,755,3370,3101,8899,2625,-14818
30000,9000,8978,652,8312,5542,9461,3151,-15096
67000,0,439,933,2913,476,7107,2665,52467
102000,5000,4408,993,5792,0,4135,321,81351
99000,3000,8376,474,8080,767,7233,4365,66705
99000,0,6680,558,3570,6115,2503,2466,77108
60000,5000,1329,948,8166,930,7813,1649,34165
104000,0,5769,218,2628,4038,4158,1110,86079
94000,7000,9085,536,6664,3458,7084,3911,56262
49000,3000,10000,411,3994,8662,4334,2219,16380
35000,3000,3293,515,3480,6252,9410,2379,6671
49000,0,757,372,6512,996,4706,2557,33100
15000,5000,8039,224,7629,1530,9108,1226,-17756
44000,5000,4259,873,4723,0,6545,3080,19520
102000,0,1266,855,2468,5880,3716,565,87250
41000,0,1743,582,7216,160,5445,49,25805
60000,0,3953,531,6199,959,9941,4538,33879
23000,7000,6392,683,8693,0,7964,3449,-11181
77000,9000,6206,204,4901,2941,8760,3708,41280
52000,7000,5863,983,4239,7911,8471,736,16797
84000,3000,6066,775,4495,8218,8774,2429,50243
58000,9000,4965,899,8367,3710,6375,4637,20047
21000,7000,6151,151,5934,9945,2479,4552,-15212
95000,7000,7403,566,3968,7601,5477,2806,60179
62000,3000,8113,629,6287,0,5285,1176,37510
100000,0,9426,821,2679,454,3412,660,82548
20000,9000,574,900,2400,2600,6919,271,-2664
99000,9000,5732,988,2772,0,8666,2642,69200
23000,9000,2302,209,9902,998,3077,2077,-4565
66000,0,5088,217,4006,0,9536,430,46723
105000,3000,3914,850,6389,6474,7447,2359,74567
100000,5000,4841,394,4436,0,7710,58,77561
58000,9000,244,983,2284,309,4332,2789,38059
77000,5000,9581,255,5669,2362,5671,4853,43609
92000,3000,7581,922,6396,0,3075,2345,68681
29000,9000,7839,293,4226,7306,8139,1264,-9067
85000,7000,5985,326,5414,23,9456,4444,52352
74000,3000,9062,433,8051,4868,4019,872,43695
80000,3000,7745,961,4007,6708,2146,592,54841
97000,5000,5086,354,9121,685,5879,1296,69579
101000,0,8694,510,9792,0,7108,3853,71043
60000,5000,6387,993,4643,8337,3706,10,30924
97000,3000,4576,589,8080,9491,3246,4806,63212
65000,9000,5139,357,9881,4389,7485,1087,27662
40000,3000,9843,578,5094,954,6345,526,13660
72000,9000,8465,898,6622,2268,7992,2052,34703
73000,9000,1285,474,3479,0,5079,382,53301
16000,0,4721,475,7884,8191,5454,3743,-14468
71000,9000,4510,252,8098,0,8649,3969,36522
106000,9000,3641,230,3887,0,5136,3631,80475
108000,3000,527,982,6136,1012,8886,2914,84543
21000,0,9025,848,3130,0,3509,3310,1178
18000,5000,6153,574,2155,465,7804,2106,-6257
43000,0,1830,574,4308,0,5008,4437,26843
32000,9000,7986,402,3958,596,6394,4016,-352
94000,0,6000,498,2165,0,8576,732,76029
16000,7000,4913,967,3751,492,8711,1170,-11004
55000,5000,6674,636,4701,4882,6358,1581,25168
57000,3000,8768,856,8002,5682,3342,2918,24432
72000,3000,7145,949,4101,4454,5126,663,46562
49000,7000,207,177,5157,712,5554,8,30185
85000,0,1495,848,5096,390,4425,3627,69119
20000,0,1445,931,8371,8433,8488,3865,-11533
52000,0,7742,674,2337,1696,6291,3243,30017
93000,9000,8356,650,2119,6205,6748,291,59631
69000,5000,1972,855,7473,564,3764,1789,47583
103000,7000,9576,474,8909,304,4119,582,72036
22000,3000,5208,892,9106,7224,5799,4342,-13571
54000,9000,7789,471,4857,800,6204,30,24849
34000,0,3137,444,3722,9766,2321,16,14594
41000,9000,8043,208,7943,8596,3340,1835,2035
61000,5000,3662,423,5067,80,2840,2556,41372
98000,0,1917,786,4963,0,7687,3649,78998
62000,7000,1521,222,3209,2489,5112,2787,39660
76000,9000,4352,805,6954,977,3478,3607,46827
56000,7000,5571,661,2157,0,9583,685,30343
51000,0,7903,499,8484,0,2171,372,31571
60000,0,5807,288,2629,8440,3929,1831,37076
101000,0,526,152,4214,343,4430,578,90757
21000,5000,8401,905,8976,641,9550,467,-12940
77000,7000,9983,239,9875,0,9589,1450,38864
92000,5000,8284,238,9223,9824,3353,4818,51260
37000,7000,5288,794,5563,997,8911,362,8085
98000,0,3817,795,4716,9037,8544,2162,68929
64000,9000,834,327,8361,8985,8214,2802,25477
92000,7000,306,526,7006,303,2672,265,73922
49000,7000,6478,598,3660,569,6625,4162,19908
56000,9000,2661,240,6796,6129,6377,3054,21743
80000,0,7058,716,5926,325,8054,1109,56812
95000,3000,1670,566,9591,66,3302,3994,72811
51000,3000,8046,563,7010,3077,5315,3863,20126
47000,3000,6927,733,8096,0,3124,1738,23382
26000,5000,3631,810,4154,7541,9121,3503,-7760
38000,3000,7456,783,2048,8922,9327,678,5786
97000,7000,1919,265,5270,6147,6303,705,69391
50000,0,8266,650,3350,0,2643,3108,31983
95000,9000,5759,210,4131,3919,3435,2266,66280
37000,7000,3365,187,9173,9271,2806,3365,1833
91000,5000,7028,813,6558,6099,5589,4569,55344
102000,9000,7619,601,9443,7311,3659,2352,62015
58000,0,840,470,9349,204,6472,2628,38037
52000,7000,4722,445,5737,9424,9638,1275,13759
81000,5000,812,806,9164,0,5620,2238,57360
18000,0,6476,745,7378,0,8935,645,-6179
46000,0,3785,160,8493,0,9896,2309,21357
43000,9000,4514,907,4858,307,2046,2341,19027
107000,0,8383,776,5902,2986,7957,2792,78204
66000,3000,7161,492,5847,4862,8327,1648,34663
34000,5000,904,978,8738,2010,7928,1424,7018
21000,9000,3535,721,5895,6961,7080,4107,-16299
64000,3000,5388,995,3357,7953,6009,1888,35410
58000,0,7883,833,8599,729,6216,1227,32513
91000,5000,2430,868,2088,3150,2768,3747,70949
99000,9000,453,975,2642,4360,4054,3430,74086
62000,3000,2338,894,9222,0,2152,2807,41587
87000,0,6211,420,4248,2472,5313,1879,66457
108000,0,1575,319,5584,2743,4247,4016,89516
45000,5000,3394,349,9293,373,3450,1687,21454
56000,0,1731,438,5652,722,9202,81,38174
48000,7000,9402,733,8534,357,9220,4205,8549
21000,3000,9436,602,4202,9145,2779,3018,-11182
56000,7000,8068,552,3171,481,8366,4008,24354
75000,9000,7270,873,7933,209,7490,4939,37286
56000,9000,8627,363,4981,989,4925,1538,25577
36000,9000,6928,467,3479,6598,8455,3171,-2098
84000,5000,6743,661,9465,373,9877,3739,48142
78000,0,3053,918,8428,2260,3221,2210,57910
100000,5000,4098,634,4740,885,6200,4091,74352
90000,9000,64,647,3316,0,7636,4786,64551
86000,0,2448,496,3106,7518,6951,2255,63226
64000,0,2089,317,7377,9899,5065,46,39207
76000,3000,2717,276,3780,7713,3012,1869,53633
101000,0,1472,459,7223,364,6964,3425,81093
26000,9000,4250,452,8956,0,8711,1238,-6607
31000,3000,4089,741,2502,592,7512,4413,8151
64000,3000,4310,819,5915,0,6988,1681,41287
72000,0,6683,179,2745,0,3998,3079,55316
106000,9000,1827,525,7407,0,9694,2181,75366
35000,5000,6134,760,8021,509,8139,4925,1512
88000,0,8144,372,2943,965,8259,309,67008
63000,7000,8195,600,3790,8975,9891,2164,22385
32000,3000,8594,814,9242,4367,9138,1443,-4598
45000,7000,6797,836,7161,811,9167,1387,11841
48000,3000,8169,909,6582,7245,9935,3808,8352
56000,3000,9605,883,7626,0,7793,4057,23036
99000,3000,4670,527,2149,8835,8042,730,71047
80000,9000,4858,727,8548,9942,9754,1588,35583
108000,0,4569,1000,5888,620,3918,918,91087
54000,7000,2603,224,9792,0,9109,2061,23211
74000,9000,1092,838,2363,1647,5129,4744,49187
57000,7000,6614,835,9572,317,3395,1436,27831
98000,7000,3056,808,5595,1005,7629,921,71986
100000,0,3628,739,3063,1365,7065,4556,79584
87000,5000,2156,945,3022,0,7572,513,67792
72000,0,3856,805,7567,6986,3447,1474,47865
98000,7000,1652,194,6070,7709,8358,1259,65758
75000,7000,4780,432,9641,8698,3536,726,40187
40000,9000,5078,375,6534,2720,7118,3449,5726
30000,0,1409,374,7077,8683,4227,1358,6872
96000,9000,1281,898,5396,9689,4722,2324,62690
69000,3000,4409,824,4639,5913,2455,2256,45504
79000,3000,7373,692,3453,0,7734,689,56059
100000,3000,1422,999,7457,0,8718,4550,73854
29000,3000,4641,304,8011,0,9046,835,3163
47000,7000,6823,696,5159,0,8907,1654,16761
74000,3000,9535,839,9424,811,8824,3148,38419
19000,3000,1409,693,5572,1458,8041,2812,-3985
102000,3000,2853,481,8191,3799,5277,14,78385
105000,5000,83,192,2594,107,4875,1065,91084
85000,0,3425,612,9217,0,6091,4960,60695
58000,3000,6283,317,4950,16,7816,3676,31942
51000,3000,2124,663,6138,921,7871,3192,27091
96000,0,5648,314,6425,8987,5562,4359,64705
25000,9000,2063,508,6608,4140,4837,266,-2422
60000,7000,721,487,9179,0,4202,4584,33827
69000,3000,169,772,5116,494,9561,4283,45605
90000,3000,2671,664,4756,3897,8009,4335,62668
83000,5000,9751,715,7153,0,3648,2275,54458
64000,9000,7359,800,6705,208,3308,2822,33798
71000,0,7679,628,8707,3436,7408,3961,39181
108000,3000,6509,218,4374,9386,6263,4170,74080
48000,5000,5386,861,5528,4304,3202,735,22984
29000,3000,9628,406,9962,820,3931,2486,-1233
92000,5000,908,762,7760,5681,9298,198,62393
107000,7000,6741,177,9170,4314,2298,1943,75357
18000,5000,2498,637,5097,8552,5489,2875,-12148
30000,0,4554,382,5298,6523,8162,3441,1640
40000,3000,1096,978,2330,935,5404,4979,21278
31000,0,2303,867,7966,994,9406,4305,5159
79000,9000,6174,986,3843,2175,2453,1899,52470
77000,9000,107,789,7511,758,8858,2345,47632
102000,0,1943,861,2540,8536,2117,4976,81027
107000,9000,7164,297,5040,2478,5283,2952,74786
14000,3000,9530,664,2585,0,3548,3222,-8549
62000,3000,8521,463,6061,7838,8075,4850,23192
61000,3000,2745,795,4927,0,3983,4793,40757
70000,9000,4699,370,7299,3389,6868,3241,35134
49000,0,2374,341,7651,4908,8806,3092,21828
30000,7000,5724,524,3677,0,4590,3882,4603
105000,9000,9329,563,8538,9866,2081,3109,62514
94000,9000,2508,235,2876,544,5895,4055,68887
64000,5000,3452,474,9845,9301,7871,1794,26263
23000,0,677,236,4642,0,6443,38,10964
47000,7000,3246,947,6273,0,5868,3762,19904
29000,5000,5811,415,8487,0,4257,174,4856
63000,5000,7587,277,7339,6020,7650,4877,24250
53000,7000,2497,970,5659,5537,3770,2808,24759
30000,0,2813,993,4144,722,5196,1106,15026
67000,0,3063,934,5830,843,6586,4690,45054
15000,5000,2324,336,3711,9843,9971,1068,-17253
61000,9000,9142,797,6568,0,9868,4537,21088
15000,3000,553,541,6622,7347,7460,4907,-15430
18000,3000,6984,868,4508,967,6782,2214,-7323
97000,3000,8702,671,5170,8895,5893,2690,61979
97000,3000,569,213,9846,150,4686,3682,74854
25000,5000,1968,592,9355,2282,3052,2939,-188
40000,7000,4190,885,2164,131,8883,66,16681
62000,3000,8884,233,8795,939,2857,2218,35074
24000,7000,5076,233,7302,163,6761,683,-3218
81000,3000,8085,640,9815,5790,2771,1736,49163
58000,0,4324,587,4320,67,6906,1850,39946
57000,7000,3211,766,7510,2574,8653,4480,22806
48000,5000,4619,727,4378,0,5067,2552,25657
28000,0,3850,370,7342,7843,4814,2172,1609
28000,0,779,549,9193,14,3736,3185,10544
98000,9000,9047,418,5578,980,9355,2571,61051
101000,7000,9164,389,5419,0,2449,2275,74304
96000,0,1408,630,4261,867,7987,4838,76009
46000,9000,5895,890,6805,0,9093,4957,9360
66000,7000,5559,661,8091,145,7192,1539,35813
109000,9000,746,209,5633,2994,3949,2979,83490
109000,0,7222,367,8690,851,3709,1703,86458
101000,9000,9764,204,2411,0,7720,4783,67118
91000,7000,4358,529,3708,187,6026,2376,66816
81000,5000,5299,588,3386,0,5012,2046,59669
84000,7000,1858,412,6598,3040,8640,2255,54197
73000,0,3088,173,4457,3358,5173,2367,54384
19000,3000,5610,935,4230,370,9853,3756,-8754
80000,9000,551,903,6311,112,6588,4953,51582
47000,7000,5548,577,5729,0,2516,1858,23772
63000,9000,1065,199,2901,0,6667,4353,38815
84000,9000,9453,211,5246,0,6424,4599,49067
83000,5000,6000,898,7607,9816,4478,4352,44849
54000,9000,7838,884,8275,2182,5223,4474,16124
100000,7000,404,668,2934,1976,8180,4460,74378
74000,5000,1694,909,4349,910,7131,484,53523
101000,3000,9933,574,6110,0,3418,2125,75840
94000,5000,2778,270,4015,6058,8399,1544,65936
34000,9000,2500,655,8297,5189,2081,4024,2254
67000,9000,9131,280,4509,6911,3528,1547,32094
42000,9000,2914,438,8090,0,2314,2569,16675
79000,3000,7254,889,6724,929,8142,584,51478
59000,9000,2841,563,9369,9523,3206,3683,20815
25000,5000,8543,220,8940,1919,7705,912,-8239
42000,9000,7379,403,3023,0,7067,3732,11396
28000,5000,6213,815,2871,0,3590,3733,5778
78000,3000,9432,1000,5743,790,9180,3336,45519
56000,9000,8250,204,6754,5018,8192,4992,13590
36000,9000,2024,308,8545,6220,8725,417,761
92000,5000,4306,652,9468,0,3691,3285,65598
16000,3000,1746,280,4227,0,6073,2893,-2219
20000,3000,2519,904,4582,2421,9824,2247,-5497
53000,0,5373,382,4654,984,8296,327,32984
33000,3000,6116,263,4387,7506,3673,1417,6638
26000,3000,9503,195,3831,0,5912,2949,610
79000,9000,679,956,6504,4308,6408,4451,46694
81000,7000,478,762,6245,5269,8090,4538,48618
20000,7000,9896,970,5286,839,6330,1876,-12197
23000,7000,4701,255,6460,8639,3848,406,-8309
97000,9000,9562,934,4865,0,2279,3314,67046
63000,5000,3391,242,7460,6128,5231,3747,31801
93000,9000,4490,363,5186,4176,8288,1466,60031
81000,7000,9781,682,2073,4138,6014,4087,47225
93000,3000,1520,988,5154,0,4864,4040,73434
95000,3000,7191,951,3176,8867,3037,1139,67639
80000,7000,5133,686,6961,4631,5052,1343,49194
39000,7000,5556,747,4803,0,5619,4723,10552
42000,7000,9031,879,5221,6791,3133,1980,7965
38000,3000,4049,218,8899,7823,3571,4612,5828
94000,9000,7562,424,4882,8677,8682,2584,52189
93000,5000,5882,904,7213,2874,6957,882,63288
71000,9000,1976,335,9555,0,6688,4481,38965
21000,9000,4940,901,6907,2681,8095,3846,-15370
33000,9000,4728,182,9209,6634,9186,2324,-8263
46000,5000,8018,823,8572,0,7848,826,14913
57000,5000,8164,910,5026,3551,6653,4009,23687
30000,3000,2118,492,4954,0,2914,1540,14982
43000,3000,913,227,3257,8644,4705,322,21932
50000,3000,4689,403,9336,0,6562,4266,21744
88000,3000,3627,634,5725,4951,5034,4986,60043
66000,0,8482,337,8302,4594,7609,999,35677
79000,5000,3141,374,5136,0,2713,2318,60318
23000,9000,2581,280,3751,3044,4240,1717,-1613
26000,7000,4146,928,7752,4104,4262,828,-3020
29000,9000,4103,931,8720,0,7165,4115,-5034
28000,7000,5964,840,7853,2202,7220,2470,-5549
58000,0,155,268,7555,2842,2729,4826,39625
67000,3000,5459,930,9778,1031,7257,2072,37473
25000,3000,1540,546,6425,0,5066,68,8355
106000,9000,9553,414,3552,640,8775,518,73548
104000,9000,5626,415,3204,423,6083,3978,75271
60000,0,6998,410,9088,759,8156,184,34405
80000,5000,4999,630,5768,0,7775,3788,52040
51000,0,5640,819,6980,516,6749,4945,25351
